id;Date
1071;13/04/2007 00:00
1072;17/06/2007 00:00
1073;26/07/2007 00:00
1074;07/08/2007 00:00
1075;09/08/2007 00:00
1076;02/05/2008 00:00
1077;19/05/2008 00:00
1078;06/07/2008 00:00
1079;07/05/1979 00:00
1080;09/06/2008 00:00
1081;07/05/2008 00:00
1082;31/08/2008 00:00
1083;17/05/2008 00:00
1084;08/01/2009 00:00
1085;01/02/2010 00:00
1086;31/08/2009 00:00
1087;03/08/2009 00:00
1088;04/07/2009 00:00
1089;04/05/2009 00:00
1090;06/07/2010 00:00
1091;28/10/2009 00:00
1092;22/08/2010 00:00
1093;10/11/2010 00:00
1094;25/05/2008 00:00
1095;03/01/2010 00:00
1096;02/07/2010 00:00
1097;14/12/2010 00:00
1098;01/10/2002 00:00
1099;08/09/2010 00:00
1100;07/11/1978 00:00
1101;05/04/1987 00:00
1102;20/07/1989 00:00
1103;18/10/1989 00:00
1104;25/06/1922 00:00
1105;09/11/1996 00:00
1106;15/12/2010 00:00
1107;12/05/1999 00:00
1108;08/06/2005 00:00
1109;25/07/2005 00:00
1110;05/10/1922 00:00
1111;21/05/2009 00:00
1112;01/07/2009 00:00
1113;09/05/1923 00:00
1114;01/09/1927 00:00
1115;25/08/1927 00:00
1116;20/01/1929 00:00
1117;09/04/1929 00:00
1118;29/09/1931 00:00
1119;01/01/1938 00:00
1120;01/02/1934 00:00
1121;24/04/1934 00:00
1122;01/07/1935 00:00
1123;15/01/1935 00:00
1124;12/03/1936 00:00
1125;23/04/1936 00:00
1126;19/07/1936 00:00
1127;17/07/1936 00:00
1128;25/03/1936 00:00
1129;14/01/1937 00:00
1130;28/04/1937 00:00
1131;15/10/1938 00:00
1132;15/06/1941 00:00
1133;12/12/1944 00:00
1134;08/02/1947 00:00
1135;12/04/1947 00:00
1136;31/10/1948 00:00
1137;29/03/1950 00:00
1138;08/04/1950 00:00
1139;15/06/1950 00:00
1140;01/05/1952 00:00
1141;31/12/1953 00:00
1142;05/09/1953 00:00
1143;18/02/1954 00:00
1144;13/09/1954 00:00
1145;31/08/1955 00:00
1146;15/10/1954 00:00
1147;18/01/1956 00:00
1148;31/08/1956 00:00
1149;31/12/1958 00:00
1150;02/03/1958 00:00
1151;14/05/1960 00:00
1152;07/03/1963 00:00
1153;31/05/1961 00:00
1154;14/10/1961 00:00
1155;08/10/1962 00:00
1156;04/04/1962 00:00
1157;28/07/1963 00:00
1158;02/12/1964 00:00
1159;20/04/1967 00:00
1160;12/10/1967 00:00
1161;21/05/1969 00:00
1162;06/02/1970 00:00
1163;05/05/1970 00:00
1164;28/06/1970 00:00
1165;15/02/1971 00:00
1166;30/04/1971 00:00
1167;16/08/1971 00:00
1168;24/09/1986 00:00
1169;01/06/1972 00:00
1170;30/04/1973 00:00
1171;13/06/1972 00:00
1172;05/05/1973 00:00
1173;31/07/1974 00:00
1174;30/06/1974 00:00
1175;31/05/1974 00:00
1176;21/05/1974 00:00
1177;31/05/1975 00:00
1178;03/02/1976 00:00
1179;31/01/1977 00:00
1180;15/04/1976 00:00
1181;15/07/1976 00:00
1182;05/04/1976 00:00
1183;11/08/1976 00:00
1184;31/08/1978 00:00
1185;16/01/1978 00:00
1186;11/07/1978 00:00
1187;20/02/1979 00:00
1188;31/05/1979 00:00
1189;07/09/1979 00:00
1190;16/11/1979 00:00
1191;07/07/1980 00:00
1192;22/03/1980 00:00
1193;27/12/1980 00:00
1194;20/02/1981 00:00
1195;31/10/1981 00:00
1196;06/06/1982 00:00
1197;03/08/1982 00:00
1198;20/03/1983 00:00
1199;31/08/1983 00:00
1200;19/01/1983 00:00
1201;10/03/1983 00:00
1202;09/07/1983 00:00
1203;25/12/1983 00:00
1204;31/08/1984 00:00
1205;08/02/1984 00:00
1206;05/01/1984 00:00
1207;17/02/1984 00:00
1208;06/05/1984 00:00
1209;28/04/1984 00:00
1210;31/07/1984 00:00
1211;15/04/1984 00:00
1212;08/10/1984 00:00
1213;12/10/1984 00:00
1214;02/03/1985 00:00
1215;31/08/1985 00:00
1216;06/04/1985 00:00
1217;13/11/1992 00:00
1218;25/02/2011 00:00
1219;22/05/2011 00:00
1220;16/06/2011 00:00
1221;22/06/2011 00:00
1222;14/06/2011 00:00
1223;09/07/2011 00:00
1224;09/06/2011 00:00
1225;28/05/2011 00:00
1226;28/06/2011 00:00
1227;31/05/2011 00:00
1228;27/06/2011 00:00
1229;25/07/2011 00:00
1230;14/07/2011 00:00
1231;22/08/2011 00:00
1232;25/09/2010 00:00
1233;30/08/2011 00:00
1234;25/03/2012 00:00
1235;01/04/2012 00:00
1236;20/07/2012 00:00
1237;25/06/2012 00:00
1238;03/10/2012 00:00
1239;12/09/2012 00:00
1240;29/05/2012 00:00
1241;10/10/2012 00:00
1242;28/07/2013 00:00
1243;30/06/2012 00:00
1244;31/05/2013 00:00
1245;28/06/2013 00:00
1246;07/06/2012 00:00
1247;22/10/2013 00:00
1248;01/08/2012 00:00
1249;11/09/2012 00:00
1250;06/08/2012 00:00
1251;30/09/2014 00:00
1252;18/09/2014 00:00
1253;21/06/2013 00:00
1254;27/02/2012 00:00
1255;12/08/2014 00:00
1256;01/02/2014 00:00
1257;02/05/2014 00:00
1258;21/10/2014 00:00
1259;26/12/2013 00:00
1260;01/01/2014 00:00
1261;03/07/2013 00:00
1262;06/07/2014 00:00
1263;03/01/2014 00:00
1264;01/05/2014 00:00
1265;14/07/2014 00:00
1266;30/07/2014 00:00
1267;18/07/2015 00:00
1268;03/08/2015 00:00
1269;11/05/2015 00:00
1270;09/03/2015 00:00
1271;23/06/2015 00:00
1272;12/05/2015 00:00
1273;17/02/2015 00:00
1274;29/05/2015 00:00
1275;20/04/2015 00:00
1276;18/02/2015 00:00
1277;11/09/2015 00:00
1278;05/08/2015 00:00
1279;29/11/2016 00:00
1280;21/12/2016 00:00
1281;18/11/2016 00:00
1282;26/02/2016 00:00
1283;26/03/2016 00:00
1284;25/08/2016 00:00
1285;06/07/2016 00:00
1286;16/10/2016 00:00
1287;08/10/2016 00:00
1288;10/03/2016 00:00
1289;17/06/2016 00:00
1290;25/06/2016 00:00
1291;11/07/2016 00:00
1292;30/06/2016 00:00
1293;16/07/2016 00:00
1294;21/04/2016 00:00
1295;31/07/2016 00:00
1296;01/06/2016 00:00
